Year,Income,Province,Average Income Tax
2005,37000,Alberta,6.07
2005,38000,Alberta,6.18
2005,39000,Alberta,6.28
2005,40000,Alberta,6.37
2005,41000,Alberta,6.46
2005,42000,Alberta,6.54
2005,43000,Alberta,6.62
2005,44000,Alberta,6.7
2005,45000,Alberta,6.77
2005,46000,Alberta,6.84
2005,47000,Alberta,6.91
2005,48000,Alberta,6.97
2005,49000,Alberta,7.04
2005,50000,Alberta,7.1
2005,51000,Alberta,7.15
2005,52000,Alberta,7.21
2005,53000,Alberta,7.26
2005,54000,Alberta,7.31
2005,55000,Alberta,7.36
2005,56000,Alberta,7.41
2005,57000,Alberta,7.45
2005,58000,Alberta,7.5
2005,59000,Alberta,7.54
2005,60000,Alberta,7.58
2005,65000,Alberta,7.77
2005,70000,Alberta,7.93
2005,75000,Alberta,8.06
2005,80000,Alberta,8.18
2005,85000,Alberta,8.29
2005,90000,Alberta,8.39
2005,95000,Alberta,8.47
2005,100000,Alberta,8.55
2005,105000,Alberta,8.62
2005,110000,Alberta,8.68
2005,115000,Alberta,8.74
2005,120000,Alberta,8.79
2005,125000,Alberta,8.84
2005,130000,Alberta,8.88
2005,135000,Alberta,8.92
2005,140000,Alberta,8.96
2005,145000,Alberta,9.0
2005,150000,Alberta,9.03
2005,155000,Alberta,9.06
2005,160000,Alberta,9.09
2005,165000,Alberta,9.12
2005,170000,Alberta,9.15
2005,175000,Alberta,9.17
2005,180000,Alberta,9.19
2005,185000,Alberta,9.21
2005,190000,Alberta,9.24
2005,195000,Alberta,9.26
2005,200000,Alberta,9.27
2005,205000,Alberta,9.29
2005,210000,Alberta,9.31
2005,215000,Alberta,9.32
2005,220000,Alberta,9.34
2005,225000,Alberta,9.35
2005,230000,Alberta,9.37
2005,235000,Alberta,9.38
2005,240000,Alberta,9.39
2005,245000,Alberta,9.41
2005,250000,Alberta,9.42
2005,255000,Alberta,9.43
2005,260000,Alberta,9.44
2005,265000,Alberta,9.45
2005,270000,Alberta,9.46
2005,275000,Alberta,9.47
2005,280000,Alberta,9.48
2005,285000,Alberta,9.49
2005,290000,Alberta,9.5
2005,295000,Alberta,9.51
2005,300000,Alberta,9.52
2005,305000,Alberta,9.52
2005,310000,Alberta,9.53
2005,315000,Alberta,9.54
2005,320000,Alberta,9.55
2005,325000,Alberta,9.55
2005,330000,Alberta,9.56
2005,335000,Alberta,9.57
2005,340000,Alberta,9.57
2005,345000,Alberta,9.58
2005,1000,British Columbia,0.0
2005,1100,British Columbia,0.0
2005,1200,British Columbia,0.0
2005,1300,British Columbia,0.0
2005,1400,British Columbia,0.0
2005,1500,British Columbia,0.0
2005,1600,British Columbia,0.0
2005,1700,British Columbia,0.0
2005,1800,British Columbia,0.0
2005,1900,British Columbia,0.0
2005,2000,British Columbia,0.0
2005,2100,British Columbia,0.0
2005,2200,British Columbia,0.0
2005,2300,British Columbia,0.0
2005,2400,British Columbia,0.0
2005,2500,British Columbia,0.0
2005,2600,British Columbia,0.0
2005,2700,British Columbia,0.0
2005,2800,British Columbia,0.0
2005,2900,British Columbia,0.0
2005,3000,British Columbia,0.0
2005,3100,British Columbia,0.0
2005,3200,British Columbia,0.0
2005,3300,British Columbia,0.0
2005,3400,British Columbia,0.0
2005,3500,British Columbia,0.0
2005,3600,British Columbia,0.0
2005,3700,British Columbia,0.0
2005,3800,British Columbia,0.0
2005,3900,British Columbia,0.0
2005,4000,British Columbia,0.0
2005,4100,British Columbia,0.0
2005,4200,British Columbia,0.0
2005,4300,British Columbia,0.0
2005,4400,British Columbia,0.0
2005,4500,British Columbia,0.0
2005,4600,British Columbia,0.0
2005,4700,British Columbia,0.0
2005,4800,British Columbia,0.0
2005,4900,British Columbia,0.0
2005,5000,British Columbia,0.0
2005,5100,British Columbia,0.0
2005,5200,British Columbia,0.0
2005,5300,British Columbia,0.0
2005,5400,British Columbia,0.0
2005,5500,British Columbia,0.0
2005,5600,British Columbia,0.0
2005,5700,British Columbia,0.0
2005,5800,British Columbia,0.0
2005,5900,British Columbia,0.0
2005,6000,British Columbia,0.0
2005,6100,British Columbia,0.0
2005,6200,British Columbia,0.0
2005,6300,British Columbia,0.0
2005,6400,British Columbia,0.0
2005,6500,British Columbia,0.0
2005,6600,British Columbia,0.0
2005,6700,British Columbia,0.0
2005,6800,British Columbia,0.0
2005,6900,British Columbia,0.0
2005,7000,British Columbia,0.0
2005,7100,British Columbia,0.0
2005,7200,British Columbia,0.0
2005,7300,British Columbia,0.04
2005,7400,British Columbia,0.12
2005,7500,British Columbia,0.2
2005,7600,British Columbia,0.27
2005,7700,British Columbia,0.35
2005,7800,British Columbia,0.42
2005,7900,British Columbia,0.49
2005,8000,British Columbia,0.56
2005,8100,British Columbia,0.63
2005,8200,British Columbia,0.7
2005,8300,British Columbia,0.76
2005,8400,British Columbia,0.82
2005,8500,British Columbia,0.89
2005,8600,British Columbia,0.95
2005,8700,British Columbia,1.0
2005,8800,British Columbia,1.06
2005,8900,British Columbia,1.12
2005,9000,British Columbia,1.17
2005,9100,British Columbia,1.23
2005,9200,British Columbia,1.28
2005,9300,British Columbia,1.33
2005,9400,British Columbia,1.38
2005,9500,British Columbia,1.43
2005,9600,British Columbia,1.48
2005,9700,British Columbia,1.52
2005,9800,British Columbia,1.57
2005,9900,British Columbia,1.62
2005,10000,British Columbia,1.66
2005,11000,British Columbia,2.06
2005,12000,British Columbia,2.39
2005,13000,British Columbia,2.67
2005,14000,British Columbia,2.91
2005,15000,British Columbia,3.12
2005,16000,British Columbia,3.31
2005,17000,British Columbia,3.47
2005,18000,British Columbia,3.61
2005,19000,British Columbia,3.74
2005,20000,British Columbia,3.85
2005,21000,British Columbia,3.96
2005,22000,British Columbia,4.05
2005,23000,British Columbia,4.14
2005,24000,British Columbia,4.22
2005,25000,British Columbia,4.29
2005,26000,British Columbia,4.36
2005,27000,British Columbia,4.42
2005,28000,British Columbia,4.48
2005,29000,British Columbia,4.54
2005,30000,British Columbia,4.59
2005,31000,British Columbia,4.63
2005,32000,British Columbia,4.68
2005,33000,British Columbia,4.72
2005,34000,British Columbia,4.84
2005,35000,British Columbia,4.97
2005,36000,British Columbia,5.08
2005,37000,British Columbia,5.19
2005,38000,British Columbia,5.3
2005,39000,British Columbia,5.4
2005,40000,British Columbia,5.49
2005,41000,British Columbia,5.58
2005,42000,British Columbia,5.66
2005,43000,British Columbia,5.75
2005,44000,British Columbia,5.82
2005,45000,British Columbia,5.9
2005,46000,British Columbia,5.97
2005,47000,British Columbia,6.04
2005,48000,British Columbia,6.1
2005,49000,British Columbia,6.16
2005,50000,British Columbia,6.22
2005,51000,British Columbia,6.28
2005,52000,British Columbia,6.33
2005,53000,British Columbia,6.39
2005,54000,British Columbia,6.44
2005,55000,British Columbia,6.49
2005,56000,British Columbia,6.54
2005,57000,British Columbia,6.58
2005,58000,British Columbia,6.63
2005,59000,British Columbia,6.67
2005,60000,British Columbia,6.71
2005,65000,British Columbia,6.9
2005,70000,British Columbia,7.2
2005,75000,British Columbia,7.5
2005,80000,British Columbia,7.86
2005,85000,British Columbia,8.21
2005,90000,British Columbia,8.51
2005,95000,British Columbia,8.82
2005,100000,British Columbia,9.11
2005,105000,British Columbia,9.38
2005,110000,British Columbia,9.62
2005,115000,British Columbia,9.84
2005,120000,British Columbia,10.04
2005,125000,British Columbia,10.23
2005,130000,British Columbia,10.4
2005,135000,British Columbia,10.56
2005,140000,British Columbia,10.71
2005,145000,British Columbia,10.84
2005,150000,British Columbia,10.97
2005,155000,British Columbia,11.09
2005,160000,British Columbia,11.21
2005,165000,British Columbia,11.31
2005,170000,British Columbia,11.41
2005,175000,British Columbia,11.51
2005,180000,British Columbia,11.59
2005,185000,British Columbia,11.68
2005,190000,British Columbia,11.76
2005,195000,British Columbia,11.83
2005,200000,British Columbia,11.9
2005,205000,British Columbia,11.97
2005,210000,British Columbia,12.04
2005,215000,British Columbia,12.1
2005,220000,British Columbia,12.16
2005,225000,British Columbia,12.22
2005,230000,British Columbia,12.27
2005,235000,British Columbia,12.32
2005,240000,British Columbia,12.37
2005,245000,British Columbia,12.42
2005,250000,British Columbia,12.46
2005,255000,British Columbia,12.51
2005,260000,British Columbia,12.55
2005,265000,British Columbia,12.59
2005,270000,British Columbia,12.63
2005,275000,British Columbia,12.67
2005,280000,British Columbia,12.7
2005,285000,British Columbia,12.74
2005,290000,British Columbia,12.77
2005,295000,British Columbia,12.81
2005,300000,British Columbia,12.84
2005,305000,British Columbia,12.87
2005,310000,British Columbia,12.9
2005,315000,British Columbia,12.93
2005,320000,British Columbia,12.95
2005,325000,British Columbia,12.98
2005,330000,British Columbia,13.01
2005,335000,British Columbia,13.03
2005,340000,British Columbia,13.06
2005,345000,British Columbia,13.08
2005,1000,Federal,0.0
2005,1100,Federal,0.0
2005,1200,Federal,0.0
2005,1300,Federal,0.0
2005,1400,Federal,0.0
2005,1500,Federal,0.0
2005,1600,Federal,0.0
2005,1700,Federal,0.0
2005,1800,Federal,0.0
2005,1900,Federal,0.0
2005,2000,Federal,0.0
2005,2100,Federal,0.0
2005,2200,Federal,0.0
2005,2300,Federal,0.0
2005,2400,Federal,0.0
2005,2500,Federal,0.0
2005,2600,Federal,0.0
2005,2700,Federal,0.0
2005,2800,Federal,0.0
2005,2900,Federal,0.0
2005,3000,Federal,0.0
2005,3100,Federal,0.0
2005,3200,Federal,0.0
2005,3300,Federal,0.0
2005,3400,Federal,0.0
2005,3500,Federal,0.0
2005,3600,Federal,0.0
2005,3700,Federal,0.0
2005,3800,Federal,0.0
2005,3900,Federal,0.0
2005,4000,Federal,0.0
2005,4100,Federal,0.0
2005,4200,Federal,0.0
2005,4300,Federal,0.0
2005,4400,Federal,0.0
2005,4500,Federal,0.0
2005,4600,Federal,0.0
2005,4700,Federal,0.0
2005,4800,Federal,0.0
2005,4900,Federal,0.0
2005,5000,Federal,0.0
2005,5100,Federal,0.0
2005,5200,Federal,0.0
2005,5300,Federal,0.0
2005,5400,Federal,0.0
2005,5500,Federal,0.0
2005,5600,Federal,0.0
2005,5700,Federal,0.0
2005,5800,Federal,0.0
2005,5900,Federal,0.0
2005,6000,Federal,0.0
2005,6100,Federal,0.0
2005,6200,Federal,0.0
2005,6300,Federal,0.0
2005,6400,Federal,0.0
2005,6500,Federal,0.0
2005,6600,Federal,0.0
2005,6700,Federal,0.0
2005,6800,Federal,0.0
2005,6900,Federal,0.0
2005,7000,Federal,0.0
2005,7100,Federal,0.0
2005,7200,Federal,0.0
2005,7300,Federal,0.0
2005,7400,Federal,0.0
2005,7500,Federal,0.0
2005,7600,Federal,0.0
2005,7700,Federal,0.0
2005,7800,Federal,0.0
2005,7900,Federal,0.0
2005,8000,Federal,0.0
2005,8100,Federal,0.0
2005,8200,Federal,0.0
2005,8300,Federal,0.0
2005,8400,Federal,0.0
2005,8500,Federal,0.21
2005,8600,Federal,0.46
2005,8700,Federal,0.71
2005,8800,Federal,0.95
2005,8900,Federal,1.18
2005,9000,Federal,1.41
2005,9100,Federal,1.64
2005,9200,Federal,1.86
2005,9300,Federal,2.07
2005,9400,Federal,2.28
2005,9500,Federal,2.49
2005,9600,Federal,2.69
2005,9700,Federal,2.89
2005,9800,Federal,3.08
2005,9900,Federal,3.27
2005,10000,Federal,3.46
2005,11000,Federal,5.14
2005,12000,Federal,6.53
2005,13000,Federal,7.72
2005,14000,Federal,8.73
2005,15000,Federal,9.61
2005,16000,Federal,10.38
2005,17000,Federal,11.05
2005,18000,Federal,11.66
2005,19000,Federal,12.2
2005,20000,Federal,12.68
2005,21000,Federal,13.12
2005,22000,Federal,13.52
2005,23000,Federal,13.88
2005,24000,Federal,14.22
2005,25000,Federal,14.52
2005,26000,Federal,14.81
2005,27000,Federal,15.07
2005,28000,Federal,15.31
2005,29000,Federal,15.54
2005,30000,Federal,15.75
2005,31000,Federal,15.95
2005,32000,Federal,16.14
2005,33000,Federal,16.31
2005,34000,Federal,16.48
2005,35000,Federal,16.63
2005,36000,Federal,16.86
2005,37000,Federal,17.18
2005,38000,Federal,17.49
2005,39000,Federal,17.78
2005,40000,Federal,18.01
2005,41000,Federal,18.23
2005,42000,Federal,18.33
2005,43000,Federal,18.42
2005,44000,Federal,18.5
2005,45000,Federal,18.58
2005,46000,Federal,18.65
2005,47000,Federal,18.72
2005,48000,Federal,18.79
2005,49000,Federal,18.86
2005,50000,Federal,18.92
2005,51000,Federal,18.98
2005,52000,Federal,19.04
2005,53000,Federal,19.09
2005,54000,Federal,19.15
2005,55000,Federal,19.2
2005,56000,Federal,19.25
2005,57000,Federal,19.3
2005,58000,Federal,19.34
2005,59000,Federal,19.39
2005,60000,Federal,19.43
2005,65000,Federal,19.63
2005,70000,Federal,19.8
2005,75000,Federal,20.15
2005,80000,Federal,20.51
2005,85000,Federal,20.84
2005,90000,Federal,21.12
2005,95000,Federal,21.38
2005,100000,Federal,21.61
2005,105000,Federal,21.82
2005,110000,Federal,22.01
2005,115000,Federal,22.18
2005,120000,Federal,22.45
2005,125000,Federal,22.71
2005,130000,Federal,22.95
2005,135000,Federal,23.18
2005,140000,Federal,23.39
2005,145000,Federal,23.58
2005,150000,Federal,23.76
2005,155000,Federal,23.93
2005,160000,Federal,24.09
2005,165000,Federal,24.24
2005,170000,Federal,24.38
2005,175000,Federal,24.51
2005,180000,Federal,24.63
2005,185000,Federal,24.75
2005,190000,Federal,24.86
2005,195000,Federal,24.97
2005,200000,Federal,25.07
2005,205000,Federal,25.17
2005,210000,Federal,25.26
2005,215000,Federal,25.34
2005,220000,Federal,25.43
2005,225000,Federal,25.51
2005,230000,Federal,25.58
2005,235000,Federal,25.66
2005,240000,Federal,25.72
2005,245000,Federal,25.79
2005,250000,Federal,25.86
2005,255000,Federal,25.92
2005,260000,Federal,25.98
2005,265000,Federal,26.03
2005,270000,Federal,26.09
2005,275000,Federal,26.14
2005,280000,Federal,26.19
2005,285000,Federal,26.24
2005,290000,Federal,26.29
2005,295000,Federal,26.34
2005,300000,Federal,26.38
2005,305000,Federal,26.42
2005,310000,Federal,26.46
2005,315000,Federal,26.5
2005,320000,Federal,26.54
2005,325000,Federal,26.58
2005,330000,Federal,26.62
2005,335000,Federal,26.65
2005,340000,Federal,26.69
2005,345000,Federal,26.72
2005,1000,Manitoba,0.0
2005,1100,Manitoba,0.0
2005,1200,Manitoba,0.0
2005,1300,Manitoba,0.0
2005,1400,Manitoba,0.0
2005,1500,Manitoba,0.0
2005,1600,Manitoba,0.0
2005,1700,Manitoba,0.0
2005,1800,Manitoba,0.0
2005,1900,Manitoba,0.0
2005,2000,Manitoba,0.0
2005,2100,Manitoba,0.0
2005,2200,Manitoba,0.0
2005,2300,Manitoba,0.0
2005,2400,Manitoba,0.0
2005,2500,Manitoba,0.0
2005,2600,Manitoba,0.0
2005,2700,Manitoba,0.0
2005,2800,Manitoba,0.0
2005,2900,Manitoba,0.0
2005,3000,Manitoba,0.0
2005,3100,Manitoba,0.0
2005,3200,Manitoba,0.0
2005,3300,Manitoba,0.0
2005,3400,Manitoba,0.0
2005,3500,Manitoba,0.0
2005,3600,Manitoba,0.0
2005,3700,Manitoba,0.0
2005,3800,Manitoba,0.0
2005,3900,Manitoba,0.0
2005,4000,Manitoba,0.0
2005,4100,Manitoba,0.0
2005,4200,Manitoba,0.0
2005,4300,Manitoba,0.0
2005,4400,Manitoba,0.0
2005,4500,Manitoba,0.0
2005,4600,Manitoba,0.0
2005,4700,Manitoba,0.0
2005,4800,Manitoba,0.0
2005,4900,Manitoba,0.0
2005,5000,Manitoba,0.0
2005,5100,Manitoba,0.0
2005,5200,Manitoba,0.0
2005,5300,Manitoba,0.0
2005,5400,Manitoba,0.0
2005,5500,Manitoba,0.0
2005,5600,Manitoba,0.0
2005,5700,Manitoba,0.0
2005,5800,Manitoba,0.0
2005,5900,Manitoba,0.0
2005,6000,Manitoba,0.0
2005,6100,Manitoba,0.0
2005,6200,Manitoba,0.0
2005,6300,Manitoba,0.0
2005,6400,Manitoba,0.0
2005,6500,Manitoba,0.0
2005,6600,Manitoba,0.0
2005,6700,Manitoba,0.0
2005,6800,Manitoba,0.0
2005,6900,Manitoba,0.0
2005,7000,Manitoba,0.0
2005,7100,Manitoba,0.0
2005,7200,Manitoba,0.0
2005,7300,Manitoba,0.0
2005,7400,Manitoba,0.0
2005,7500,Manitoba,0.0
2005,7600,Manitoba,0.0
2005,7700,Manitoba,0.09
2005,7800,Manitoba,0.23
2005,7900,Manitoba,0.37
2005,8000,Manitoba,0.5
2005,8100,Manitoba,0.63
2005,8200,Manitoba,0.75
2005,8300,Manitoba,0.87
2005,8400,Manitoba,0.99
2005,8500,Manitoba,1.11
2005,8600,Manitoba,1.22
2005,8700,Manitoba,1.34
2005,8800,Manitoba,1.44
2005,8900,Manitoba,1.55
2005,9000,Manitoba,1.65
2005,9100,Manitoba,1.76
2005,9200,Manitoba,1.86
2005,9300,Manitoba,1.95
2005,9400,Manitoba,2.05
2005,9500,Manitoba,2.14
2005,9600,Manitoba,2.23
2005,9700,Manitoba,2.32
2005,9800,Manitoba,2.41
2005,9900,Manitoba,2.49
2005,10000,Manitoba,2.58
2005,11000,Manitoba,3.34
2005,12000,Manitoba,3.97
2005,13000,Manitoba,4.5
2005,14000,Manitoba,4.96
2005,15000,Manitoba,5.35
2005,16000,Manitoba,5.7
2005,17000,Manitoba,6.01
2005,18000,Manitoba,6.28
2005,19000,Manitoba,6.52
2005,20000,Manitoba,6.74
2005,21000,Manitoba,6.94
2005,22000,Manitoba,7.12
2005,23000,Manitoba,7.28
2005,24000,Manitoba,7.43
2005,25000,Manitoba,7.57
2005,26000,Manitoba,7.7
2005,27000,Manitoba,7.82
2005,28000,Manitoba,7.93
2005,29000,Manitoba,8.03
2005,30000,Manitoba,8.13
2005,31000,Manitoba,8.26
2005,32000,Manitoba,8.44
2005,33000,Manitoba,8.61
2005,34000,Manitoba,8.77
2005,35000,Manitoba,8.92
2005,36000,Manitoba,9.06
2005,37000,Manitoba,9.19
2005,38000,Manitoba,9.32
2005,39000,Manitoba,9.44
2005,40000,Manitoba,9.55
2005,41000,Manitoba,9.66
2005,42000,Manitoba,9.76
2005,43000,Manitoba,9.86
2005,44000,Manitoba,9.96
2005,45000,Manitoba,10.05
2005,46000,Manitoba,10.13
2005,47000,Manitoba,10.21
2005,48000,Manitoba,10.29
2005,49000,Manitoba,10.37
2005,50000,Manitoba,10.44
2005,51000,Manitoba,10.51
2005,52000,Manitoba,10.58
2005,53000,Manitoba,10.64
2005,54000,Manitoba,10.71
2005,55000,Manitoba,10.77
2005,56000,Manitoba,10.82
2005,57000,Manitoba,10.88
2005,58000,Manitoba,10.93
2005,59000,Manitoba,10.98
2005,60000,Manitoba,11.04
2005,65000,Manitoba,11.26
2005,70000,Manitoba,11.7
2005,75000,Manitoba,12.08
2005,80000,Manitoba,12.41
2005,85000,Manitoba,12.71
2005,90000,Manitoba,12.97
2005,95000,Manitoba,13.2
2005,100000,Manitoba,13.41
2005,105000,Manitoba,13.6
2005,110000,Manitoba,13.77
2005,115000,Manitoba,13.93
2005,120000,Manitoba,14.08
2005,125000,Manitoba,14.21
2005,130000,Manitoba,14.33
2005,135000,Manitoba,14.45
2005,140000,Manitoba,14.55
2005,145000,Manitoba,14.65
2005,150000,Manitoba,14.74
2005,155000,Manitoba,14.83
2005,160000,Manitoba,14.91
2005,165000,Manitoba,14.98
2005,170000,Manitoba,15.05
2005,175000,Manitoba,15.12
2005,180000,Manitoba,15.18
2005,185000,Manitoba,15.24
2005,190000,Manitoba,15.3
2005,195000,Manitoba,15.35
2005,200000,Manitoba,15.41
2005,205000,Manitoba,15.45
2005,210000,Manitoba,15.5
2005,215000,Manitoba,15.54
2005,220000,Manitoba,15.59
2005,225000,Manitoba,15.63
2005,230000,Manitoba,15.67
2005,235000,Manitoba,15.7
2005,240000,Manitoba,15.74
2005,245000,Manitoba,15.77
2005,250000,Manitoba,15.8
2005,255000,Manitoba,15.84
2005,260000,Manitoba,15.87
2005,265000,Manitoba,15.89
2005,270000,Manitoba,15.92
2005,275000,Manitoba,15.95
2005,280000,Manitoba,15.98
2005,285000,Manitoba,16.0
2005,290000,Manitoba,16.02
2005,295000,Manitoba,16.05
2005,300000,Manitoba,16.07
2005,305000,Manitoba,16.09
2005,310000,Manitoba,16.11
2005,315000,Manitoba,16.13
2005,320000,Manitoba,16.15
2005,325000,Manitoba,16.17
2005,330000,Manitoba,16.19
2005,335000,Manitoba,16.21
2005,340000,Manitoba,16.23
2005,345000,Manitoba,16.24
2005,1000,New Brunswick,0.0
2005,1100,New Brunswick,0.0
2005,1200,New Brunswick,0.0
2005,1300,New Brunswick,0.0
2005,1400,New Brunswick,0.0
2005,1500,New Brunswick,0.0
2005,1600,New Brunswick,0.0
2005,1700,New Brunswick,0.0
2005,1800,New Brunswick,0.0
2005,1900,New Brunswick,0.0
2005,2000,New Brunswick,0.0
2005,2100,New Brunswick,0.0
2005,2200,New Brunswick,0.0
2005,2300,New Brunswick,0.0
2005,2400,New Brunswick,0.0
2005,2500,New Brunswick,0.0
2005,2600,New Brunswick,0.0
2005,2700,New Brunswick,0.0
2005,2800,New Brunswick,0.0
2005,2900,New Brunswick,0.0
2005,3000,New Brunswick,0.0
2005,3100,New Brunswick,0.0
2005,3200,New Brunswick,0.0
2005,3300,New Brunswick,0.0
2005,3400,New Brunswick,0.0
2005,3500,New Brunswick,0.0
2005,3600,New Brunswick,0.0
2005,3700,New Brunswick,0.0
2005,3800,New Brunswick,0.0
2005,3900,New Brunswick,0.0
2005,4000,New Brunswick,0.0
2005,4100,New Brunswick,0.0
2005,4200,New Brunswick,0.0
2005,4300,New Brunswick,0.0
2005,4400,New Brunswick,0.0
2005,4500,New Brunswick,0.0
2005,4600,New Brunswick,0.0
2005,4700,New Brunswick,0.0
2005,4800,New Brunswick,0.0
2005,4900,New Brunswick,0.0
2005,5000,New Brunswick,0.0
2005,5100,New Brunswick,0.0
2005,5200,New Brunswick,0.0
2005,5300,New Brunswick,0.0
2005,5400,New Brunswick,0.0
2005,5500,New Brunswick,0.0
2005,5600,New Brunswick,0.0
2005,5700,New Brunswick,0.0
2005,5800,New Brunswick,0.0
2005,5900,New Brunswick,0.0
2005,6000,New Brunswick,0.0
2005,6100,New Brunswick,0.0
2005,6200,New Brunswick,0.0
2005,6300,New Brunswick,0.0
2005,6400,New Brunswick,0.0
2005,6500,New Brunswick,0.0
2005,6600,New Brunswick,0.0
2005,6700,New Brunswick,0.0
2005,6800,New Brunswick,0.0
2005,6900,New Brunswick,0.0
2005,7000,New Brunswick,0.0
2005,7100,New Brunswick,0.0
2005,7200,New Brunswick,0.0
2005,7300,New Brunswick,0.0
2005,7400,New Brunswick,0.0
2005,7500,New Brunswick,0.0
2005,7600,New Brunswick,0.0
2005,7700,New Brunswick,0.0
2005,7800,New Brunswick,0.0
2005,7900,New Brunswick,0.01
2005,8000,New Brunswick,0.14
2005,8100,New Brunswick,0.25
2005,8200,New Brunswick,0.37
2005,8300,New Brunswick,0.48
2005,8400,New Brunswick,0.59
2005,8500,New Brunswick,0.7
2005,8600,New Brunswick,0.8
2005,8700,New Brunswick,0.9
2005,8800,New Brunswick,1.0
2005,8900,New Brunswick,1.1
2005,9000,New Brunswick,1.2
2005,9100,New Brunswick,1.29
2005,9200,New Brunswick,1.38
2005,9300,New Brunswick,1.47
2005,9400,New Brunswick,1.56
2005,9500,New Brunswick,1.64
2005,9600,New Brunswick,1.73
2005,9700,New Brunswick,1.81
2005,9800,New Brunswick,1.89
2005,9900,New Brunswick,1.97
2005,10000,New Brunswick,2.04
2005,11000,New Brunswick,2.74
2005,12000,New Brunswick,3.32
2005,13000,New Brunswick,3.81
2005,14000,New Brunswick,4.23
2005,15000,New Brunswick,4.59
2005,16000,New Brunswick,4.91
2005,17000,New Brunswick,5.19
2005,18000,New Brunswick,5.44
2005,19000,New Brunswick,5.66
2005,20000,New Brunswick,5.86
2005,21000,New Brunswick,6.04
2005,22000,New Brunswick,6.21
2005,23000,New Brunswick,6.36
2005,24000,New Brunswick,6.5
2005,25000,New Brunswick,6.63
2005,26000,New Brunswick,6.74
2005,27000,New Brunswick,6.85
2005,28000,New Brunswick,6.95
2005,29000,New Brunswick,7.05
2005,30000,New Brunswick,7.13
